No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
216,KOTA SAMARINDA,2022-12-02,12:30:00,1,0,0,12," Rp2,000,000 ",Berat,"C3FQ+7PX, Jl. Soekarno Hatta, Loa Janan Ulu, Kec. Loa Janan, Kabupaten Kutai Kartanegara, Kalimantan Timur 75391, Indonesia",-0.576700421,117.0893163,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
217,KOTA SAMARINDA,2022-12-12,01:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"H523+WVH, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.447643742,117.1545845,Jalan Propinsi,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
218,KOTA SAMARINDA,2022-12-13,09:00:00,0,0,1,3," Rp2,000,000 ",Ringan,"Jl. PM. Noor No.7a, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75117, Indonesia",-0.450777472,117.1571815,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
219,KOTA SAMARINDA,2022-12-12,19:00:00,0,0,1,3," Rp500,000 ",Ringan,"Jl. P. Suryanata, Bukit Pinang, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.452712961,117.1114009,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
220,KOTA SAMARINDA,2022-12-13,11:00:00,0,0,1,3," Rp100,000 ",Ringan,"Jl. Kebon Agung No.5, Lempake, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75113, Indonesia",-0.446813288,117.1936723,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
221,KOTA SAMARINDA,2022-12-25,20:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL A.W. Syahrani, Ruko Pondok Alam Indah No. 1, Air Hitam, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.466885297,117.1387916,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
222,KOTA SAMARINDA,2022-12-24,17:01:00,0,0,1,3," Rp1,500,000 ",Ringan,"H645+678, Jl. Muara Badak - Samarinda, Tanah Merah, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75115, Indonesia",-0.444270296,117.2083889,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Cerah
223,KOTA SAMARINDA,2022-12-07,11:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"Jl. Aminah Syukur No.8, Sungai Pinang Luar, Kec. Samarinda Kota, Kota Samarinda, Kalimantan Timur 75113, Indonesia",-0.49795658,117.1564181,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
224,KOTA SAMARINDA,2022-12-06,14:45:00,0,1,0,3," Rp30,000,000 ",Sedang,"Jl. P. Suryanata No.RT 14, Bukit Pinang, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.455061161,117.1132617,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
225,KOTA SAMARINDA,2022-12-10,20:00:00,0,0,1,3," Rp100,000 ",Ringan,"Jl. H. A. M. Rifaddin No.1, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.555051356,117.1138806,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
226,KOTA SAMARINDA,2022-12-10,23:00:00,0,0,1,3," Rp600,000 ",Ringan,"G4CW+9M2, Jl. Dr. Sutomo, Sidodadi, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.479181129,117.1465429,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
227,KOTA SAMARINDA,2022-12-14,14:30:00,0,0,1,3," Rp4,000,000 ",Ringan,"Jl. Kyai H. Wahab Syahranie No.117, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75124, Indonesia",-0.450929012,117.1474954,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
228,KOTA SAMARINDA,2022-12-05,00:00:00,0,0,0,0," Rp500,000 ",,"F5WG+47F, Jl. Sultan Sulaiman, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75115, Indonesia",-0.504462365,117.1756985,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
229,KOTA SAMARINDA,2022-12-11,05:30:00,1,0,0,12," Rp1,000,000 ",Berat,JL. JUANDA,-0.483117468,117.1302411,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
230,KOTA SAMARINDA,2022-12-16,20:00:00,0,0,1,3, Rp- ,Ringan,SUNGAI SIRING,-0.393507831,117.2586747,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Terang / Jelas,Hujan/ Grimis
231,KOTA SAMARINDA,2022-12-15,14:30:00,0,0,1,3," Rp5,000,000 ",Ringan,Jl. KH. HASYIM ASYARI,-0.535642095,117.0900448,Jalan Kota / Kabupaten,Kolektor,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
232,KOTA SAMARINDA,2022-12-16,08:00:00,0,0,1,3," Rp500,000 ",Ringan,JL.Kebon Agung Lempake,-0.44689744,117.1936911,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
233,KOTA SAMARINDA,2022-12-19,13:15:00,0,0,1,3," Rp500,000 ",Ringan,JL.Bhayangkara Depan Plaza Mulia,-0.492280567,117.1448498,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Redup / Samar (Tidak jelas terlihat),Berawan/ Mendung
234,KOTA SAMARINDA,2022-12-19,14:00:00,0,0,1,3," Rp500,000 ",Ringan,Jln. Cipto Mangunkusumo,-0.538952131,117.1121841,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
235,KOTA SAMARINDA,2022-12-21,08:00:00,0,0,1,3," Rp100,000 ",Ringan,JL. WOLTER MONGONSIDI,-0.486945513,117.1446553,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
236,KOTA SAMARINDA,2022-12-22,12:00:00,0,0,1,3," Rp500,000 ",Ringan,JL. KH Harun Nafsi Rapak Dalam,-0.520308892,117.1394716,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Terang / Jelas,Hujan/ Grimis
237,KOTA SAMARINDA,2022-12-24,21:00:00,0,0,1,3," Rp500,000 ",Ringan,JL. CIPTO MANGUNKUSUMO,-0.538828084,117.1143574,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Berawan/ Mendung
238,KOTA SAMARINDA,2022-12-24,04:00:00,0,0,1,3," Rp100,000 ",Ringan,"JL H.A.M.,M RIFADDIN",-0.564949576,117.109165,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
239,KOTA SAMARINDA,2022-12-28,15:00:00,0,0,1,3," Rp500,000 ",Ringan,JL PM. NOOR,-0.48029823,117.1529671,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
240,KOTA SAMARINDA,2022-12-16,01:30:00,0,0,1,3," Rp1,000,000 ",Ringan,JL. HAM RIFADDIN,-0.586031346,117.1096401,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
241,KOTA SAMARINDA,2022-12-22,22:00:00,1,0,0,12," Rp1,000,000 ",Berat,"JL. AGUS SALIM, SAMARINDA",-0.494758837,117.1503751,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Gelap / Sulit Terlihat,Cerah
242,KOTA SAMARINDA,2022-12-19,17:15:00,0,0,0,0," Rp81,500,000 ",,Jl. HAM Rifaddin,-0.584407018,117.110782,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
243,KOTA SAMARINDA,2022-12-17,16:00:00,0,0,1,3," Rp500,000 ",Ringan,JL. Soekarno hatta Kilometer 3 Loajanan,-0.57878942,117.0950203,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
244,KOTA SAMARINDA,2022-12-11,05:30:00,0,0,0,0," Rp1,500,000 ",,"Jl. Ir. H. Juanda No.18, Sidodadi, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75124, Indonesia",-0.476395752,117.1372383,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
245,KOTA SAMARINDA,2023-11-27,10:00:00,0,0,1,3," Rp500,000 ",Ringan,"JL LETJEND SUPRAPTO, RT -, RW -, TITIK KOORDINAT -0.473362, 117.142453",-0.473326864,117.1423908,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
246,KOTA SAMARINDA,2023-11-30,14:00:00,0,1,2,9," Rp5,000,000 ",Sedang,"JL BENGURING RAYA, RT -, RW -, TITIK KOORDINAT -0.429032, 117.160665",-0.429051755,117.1606685,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
247,KOTA SAMARINDA,2023-11-09,21:50:00,0,1,0,3," Rp10,000,000 ",Sedang,"JL H. A. M. RIFADDIN, RT -, RW -, TITIK KOORDINAT -0.559091, 117.111406",-0.559142077,117.1113965,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Cerah,Gelap / Sulit Terlihat
248,KOTA SAMARINDA,2023-12-11,13:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL KH. HARUN NAFSI, RT -, RW -, TITIK KOORDINAT -0.542898, 117.124192",-0.547824247,117.1223345,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
249,KOTA SAMARINDA,2023-11-30,13:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL KH. HARUN NAFSI, RT -, RW -, TITIK KOORDINAT -0.535139, 117.133745",-0.539831613,117.1276821,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
250,KOTA SAMARINDA,2023-11-17,09:00:00,0,0,1,3, Rp- ,Ringan,"JL POROS SAMARINDA - MAKROMAN, RT -, RW -, TITIK KOORDINAT -0.560658, 117.227516",-0.561595817,117.2274616,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
251,KOTA SAMARINDA,2023-11-09,21:30:00,0,1,0,3," Rp4,000,000 ",Sedang,"JL SULTAN SULAIMAN, RT -, RW -, TITIK KOORDINAT -0.515620, 117.186004",-0.516235329,117.1869228,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Z (Tikungan tajam),Cerah,Gelap / Sulit Terlihat
252,KOTA SAMARINDA,2023-11-23,08:00:00,0,0,1,3," Rp500,000 ",Ringan,"JL OTTO ISKANDARDINATA, RT -, RW -, TITIK KOORDINAT -0.504952, 117.163093",-0.505927054,117.1647522,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
253,KOTA SAMARINDA,2023-12-26,12:00:00,1,0,2,18," Rp10,000,000 ",Berat,"JL  SIMPANG PASIR, RT -, RW -, TITIK KOORDINAT -0.585158, 117.135367",-0.585157978,117.1353654,Jalan Propinsi,Kolektor,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Cerah,Terang / Jelas
254,KOTA SAMARINDA,2023-11-06,07:00:00,0,0,2,6, Rp- ,Ringan,"JL POROS UTAMA SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.398570, 117.244059",-0.4090672,117.2351971,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Z (Tikungan tajam),Cerah,Terang / Jelas
255,KOTA SAMARINDA,2023-12-21,02:00:00,0,0,1,3," Rp3,000,000 ",Ringan,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.425534, 117.225108",-0.425113697,117.2252438,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Hujan disertai Angin Kencang,Gelap / Sulit Terlihat
256,KOTA SAMARINDA,2023-12-06,02:00:00,0,1,0,3, Rp- ,Sedang,"JL KH. HARUN NAFSI, RT -, RW -, TITIK KOORDINAT -0.536545, 117.131854",-0.52831008,117.1361421,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
257,KOTA SAMARINDA,2023-11-16,07:10:00,1,0,0,12," Rp500,000 ",Berat,"JL PATTIMURA, RT -, RW -, TITIK KOORDINAT -0.522065, 117.147610",-0.5174641,117.1456113,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
258,KOTA SAMARINDA,2023-10-21,21:00:00,1,0,0,12," Rp500,000 ",Berat,"JL SOEKARNO HATTA KM. 1 , RT -, RW -, TITIK KOORDINAT -0.576428, 117.091303",-0.576299722,117.0908504,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Cerah,Gelap / Sulit Terlihat
259,KOTA SAMARINDA,2023-10-31,02:30:00,1,0,0,12," Rp500,000 ",Berat,"JL PAHLAWAN, RT -, RW -, TITIK KOORDINAT 0.482673, 117.148901",-0.482573371,117.1489057,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
260,KOTA SAMARINDA,2023-11-28,11:40:00,0,0,1,3," Rp2,000,000 ",Ringan,"JL DAMANHURI, RT -, RW -, TITIK KOORDINAT -0.470532, 117.180351",-0.470510856,117.1803637,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
261,KOTA SAMARINDA,2023-12-29,20:40:00,0,0,0,0," Rp115,000,000 ",,"JL HAM. RIFADDIN, RT -, RW -, TITIK KOORDINAT -0.549533, 117.121402",-0.565029349,117.1090481,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
262,KOTA SAMARINDA,2023-11-02,02:30:00,1,0,0,12," Rp10,000,000 ",Berat,"JL MULAWARMAN, RT -, RW -, TITIK KOORDINAT -0.503347, 117.153264",-0.50335478,117.1532602,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Cerah,Redup / Samar (Tidak jelas terlihat)
263,KOTA SAMARINDA,2023-11-07,00:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"JL RUMBIA, RT -, RW -, TITIK KOORDINAT -0.495606, 117.164722",-0.495606432,117.1647455,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
264,KOTA SAMARINDA,2023-11-29,00:10:00,0,0,1,3, Rp- ,Ringan,"JL GUNUNG LINGAI, RT -, RW -, TITIK KOORDINAT -0.440982, 117.176699",-0.435841678,117.1773905,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Hujan/ Grimis,Gelap / Sulit Terlihat
265,KOTA SAMARINDA,2023-12-20,03:00:00,0,0,2,6," Rp10,000,000 ",Ringan,"JL AMPERA, RT -, RW -, TITIK KOORDINAT -0.580734, 117.192063",-0.574172506,117.1872763,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Gelap / Sulit Terlihat
266,KOTA SAMARINDA,2023-12-18,07:30:00,0,0,1,3," Rp500,000 ",Ringan,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.452742, 117.199986",-0.410217068,117.2359593,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Z (Tikungan tajam),Cerah,Terang / Jelas
267,KOTA SAMARINDA,2023-12-01,00:20:00,0,0,1,3," Rp500,000 ",Ringan,"JL M. SAID, RT -, RW -, TITIK KOORDINAT -0.493135, 117.112205",-0.489650992,117.1059313,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Gelap / Sulit Terlihat
268,KOTA SAMARINDA,2023-11-11,19:45:00,0,0,1,3," Rp300,000 ",Ringan,"JL UNTUNG SUROPATI, RT -, RW -, TITIK KOORDINAT -",-0.529201993,117.111691,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
269,KOTA SAMARINDA,2023-10-31,11:50:00,1,0,0,12," Rp1,000,000 ",Berat,"JL PM. NOOR, RT -, RW -, TITIK KOORDINAT -0.451891, 117.161303",-0.451920868,117.1614241,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
270,KOTA SAMARINDA,2023-11-08,07:30:00,1,0,0,12, Rp- ,Berat,"JL LESTARI, RT -, RW -, TITIK KOORDINAT -0.556975, 117.221005",-0.556973647,117.2210173,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
271,KOTA SAMARINDA,2023-12-04,08:40:00,0,0,1,3," Rp2,000,000 ",Ringan,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.444461, 117.208352",-0.425410916,117.2251777,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
272,KOTA SAMARINDA,2023-12-06,14:30:00,0,0,0,0," Rp1,700,000 ",,"JL IMAM BONJOL, RT -, RW -, TITIK KOORDINAT -0.500215, 117.152636",-0.500185355,117.1526485,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
273,KOTA SAMARINDA,2023-10-31,13:00:00,0,1,0,3, Rp- ,Sedang,"JL SENYIUR, RT -, RW -, TITIK KOORDINAT -0.500399, 117.110799",-0.500302379,117.110317,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
274,KOTA SAMARINDA,2023-12-01,04:00:00,0,1,0,3, Rp- ,Sedang,"JL P. SURYANATA, RT -, RW -, TITIK KOORDINAT -0.437737, 117.098213",-0.453232719,117.1115413,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Hujan/ Grimis,Gelap / Sulit Terlihat
275,KOTA SAMARINDA,2023-11-24,16:30:00,1,0,0,12," Rp10,000,000 ",Berat,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.443852, 117.212792",-0.444145712,117.2085167,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Z (Tikungan tajam),Cerah,Terang / Jelas
276,KOTA SAMARINDA,2023-12-04,00:20:00,0,0,1,3," Rp2,000,000 ",Ringan,"JL JEMBATAN ACHMAD AMINS, RT -, RW -, TITIK KOORDINAT -0.531012, 117.160968",-0.532356867,117.1593409,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Jembatan,Cerah,Gelap / Sulit Terlihat
277,KOTA SAMARINDA,2023-11-11,11:00:00,0,0,1,3," Rp500,000 ",Ringan,"JL ANGGUR , RT -, RW -, TITIK KOORDINAT -",-0.482890439,117.1415657,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
278,KOTA SAMARINDA,2023-11-02,08:30:00,0,0,1,3, Rp- ,Ringan,"JL GUNUNG LINGAI, RT -, RW -, TITIK KOORDINAT -0.444290, 117.176547",-0.447355278,117.1760806,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
279,KOTA SAMARINDA,2023-12-18,05:30:00,0,0,1,3," Rp500,000 ",Ringan,"JL POROS SAMARINDA BONTANG, RT -, RW -, TITIK KOORDINAT -0.376114, 117.264333",-0.426226446,117.220462,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Z (Tikungan tajam),Cerah,Terang / Jelas
280,KOTA SAMARINDA,2023-12-20,11:00:00,0,0,1,3," Rp500,000 ",Ringan,"JL POROS SAMARINDA - BONTANG, RT -, RW -, TITIK KOORDINAT -0.391254, 117.258748",-0.603842698,117.1945225,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
